iata,name,city,state,country,elevation,lat,lon,tz
EVH,Evans Head Aerodrome,,New-South-Wales,AU,20,-29.09329987,153.4199982,Australia/Sydney
EXM,Exmouth Airport,,Western-Australia,AU,0,-22.0333004,114.0999985,Australia/Perth
KFE,Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,Central-Sulawesi,AU,1555,0,119.4291611,Asia/Makassar
FLY,Finley Airport,,New-South-Wales,AU,0,-35.66669846,145.5500031,Australia/Sydney
FLS,Flinders Island Airport,,Tasmania,AU,10,-40.09170151,147.9929962,Australia/Melbourne
FVL,Flora Valley Airport,,Western-Australia,AU,0,-18.2833004,128.4170074,Australia/Perth
FIK,Finke Airport,Finke,Northern-Territory,AU,0,-25.59469986,134.5829926,Australia/Darwin
FOS,Forrest Airport,,Western-Australia,AU,511,-30.83810043,128.1150055,Australia/Perth
FOT,Forster (Wallis Is) Airport,,New-South-Wales,AU,4,-32.20420074,152.4790039,Australia/Sydney
FIZ,Fitzroy Crossing Airport,,Western-Australia,AU,368,-18.18190002,125.5589981,Australia/Perth
GAH,Gayndah Airport,,Queensland,AU,369,-25.61440086,151.6190033,Australia/Brisbane
GBL,South Goulburn Is Airport,,Northern-Territory,AU,19,-11.64999962,133.3820038,Australia/Darwin
GUH,Gunnedah Airport,,New-South-Wales,AU,863,-30.96109962,150.2510071,Australia/Sydney
GOO,Goondiwindi Airport,,Queensland,AU,714,-28.52140045,150.3200073,Australia/Brisbane
GDD,Gordon Downs Airport,Gordon Downs,Western-Australia,AU,800,-18.67810059,128.5919952,Australia/Perth
GGD,Gregory Downs Airport,,Queensland,AU,52,-18.625,139.2330017,Australia/Brisbane
GTS,Granite Downs Airport,,South-Australia,AU,337,-26.94829941,133.6069946,Australia/Adelaide
GET,Geraldton Airport,,Western-Australia,AU,121,-28.79610062,114.7070007,Australia/Perth
GFN,Grafton Airport,,New-South-Wales,AU,110,-29.75939941,153.0299988,Australia/Sydney
GBV,Gibb River Airport,,Western-Australia,AU,509,-16.42329979,126.4449997,Australia/Perth
GLT,Gladstone Airport,Gladstone,Queensland,AU,64,-23.86969948,151.2230072,Australia/Brisbane
GUL,Goulburn Airport,,New-South-Wales,AU,2141,-34.81029892,149.7259979,Australia/Sydney
GLG,Glengyle Airport,,Queensland,AU,91,-24.80830002,139.6000061,Australia/Brisbane
GEX,Geelong Airport,,Victoria,AU,43,-38.22499847,144.3329926,Australia/Hobart
GLI,Glen Innes Airport,,New-South-Wales,AU,3433,-29.67499924,151.6889954,Australia/Sydney
GLM,Glenormiston Airport,,Queensland,AU,158,-22.88829994,138.8249969,Australia/Brisbane
GVP,Greenvale Airport,,Queensland,AU,0,-18.98329926,145.1170044,Australia/Brisbane
GPN,Garden Point Airport,,Northern-Territory,AU,90,-11.40250015,130.4219971,Australia/Darwin
GTE,Groote Eylandt Airport,Groote Eylandt,Northern-Territory,AU,53,-13.97500038,136.4600067,Australia/Darwin
GFF,Griffith Airport,Griffith,New-South-Wales,AU,439,-34.25080109,146.0670013,Australia/Sydney
GTT,Georgetown Airport,,Queensland,AU,995,-18.30500031,143.5299988,Australia/Brisbane
GEE,Georgetown (Tas) Airport,,Tasmania,AU,0,-41.08000183,146.8399963,Australia/Hobart
GYP,Gympie Airport,,Queensland,AU,260,-26.28280067,152.7019958,Australia/Brisbane
HWK,Wilpena Pound Airport,Hawker,South-Australia,AU,321,-31.85590744,138.4680786,Australia/Adelaide
HXX,Hay Airport,,New-South-Wales,AU,305,-34.53139877,144.8300018,Australia/Sydney
HVB,Hervey Bay Airport,Hervey Bay,Queensland,AU,60,-25.31889915,152.8800049,Australia/Brisbane
HUB,Humbert River Airport,,Northern-Territory,AU,0,-16.4896698,130.6302795,Australia/Darwin
HIP,Headingly Airport,,Queensland,AU,0,-21.33329964,138.2830048,Australia/Brisbane
HID,Horn Island Airport,Horn Island,Queensland,AU,43,-10.58640003,142.2899933,Australia/Brisbane
HCQ,Halls Creek Airport,,Western-Australia,AU,1346,-18.23390007,127.6699982,Australia/Perth
HMG,Hermannsburg Airport,,Northern-Territory,AU,593,-23.93000031,132.8049927,Australia/Darwin
HLT,Hamilton Airport,,Victoria,AU,803,-37.64889908,142.0650024,Australia/Hobart
HOK,Hooker Creek Airport,,Northern-Territory,AU,320,-18.33670044,130.6380005,Australia/Darwin
MHU,Mount Hotham Airport,Mount Hotham,Victoria,AU,4260,-37.04750061,147.3339996,Australia/Hobart
HTU,Hopetoun Airport,,Victoria,AU,256,-35.71530151,142.3600006,Australia/Melbourne
HSM,Horsham Airport,,Victoria,AU,445,-36.66970062,142.1730042,Australia/Melbourne
HGD,Hughenden Airport,,Queensland,AU,1043,-20.81500053,144.2250061,Australia/Brisbane
IDK,Indulkana Airport,,South-Australia,AU,401,-26.9666996,133.3249969,Australia/Adelaide
IFL,Innisfail Airport,,Queensland,AU,46,-17.55940056,146.0119934,Australia/Brisbane
IFF,Iffley Airport,,Queensland,AU,43,-18.89999962,141.2169952,Australia/Brisbane
IGH,Ingham Airport,,Queensland,AU,49,-18.66060066,146.1519928,Australia/Brisbane
IKP,Inkerman Airport,,Queensland,AU,6,-16.27499962,141.4420013,Australia/Brisbane
INJ,Injune Airport,,Queensland,AU,401,-25.85000038,148.5330048,Australia/Brisbane
INM,Innamincka Airport,,South-Australia,AU,54,-27.70000076,140.7330017,Australia/Adelaide
IVW,Inverway Airport,Inverway,Northern-Territory,AU,0,-17.84110069,129.6430054,Australia/Darwin
ISI,Isisford Airport,,Queensland,AU,694,-24.25830078,144.4250031,Australia/Brisbane
IVR,Inverell Airport,,New-South-Wales,AU,2667,-29.88829994,151.1439972,Australia/Sydney
JAB,Jabiru Airport,,Northern-Territory,AU,85,-12.6583004,132.8930054,Australia/Darwin
JUN,Jundah Airport,,Queensland,AU,145,-24.8416996,143.0579987,Australia/Brisbane
QJD,Jindabyne Airport,,New-South-Wales,AU,1036,-36.42670059,148.602005,Australia/Sydney
JCK,Julia Creek Airport,,Queensland,AU,404,-20.66830063,141.7230072,Australia/Brisbane
JUR,Jurien Bay Airport,,Western-Australia,AU,15,-30.29999924,115.0329971,Australia/Perth
UBU,Kalumburu Airport,,Western-Australia,AU,29,-14.28829956,126.6320038,Australia/Perth
KAX,Kalbarri Airport,,Western-Australia,AU,157,-27.69000053,114.262001,Australia/Perth
KBY,Streaky Bay Airport,,South-Australia,AU,69,-32.83580017,134.2929993,Australia/Adelaide
KCS,Kings Creek Airport,,Northern-Territory,AU,615,-24.42329979,131.8350067,Australia/Darwin
KRA,Kerang Airport,,Victoria,AU,254,-35.75139999,143.9389954,Australia/Melbourne
KNS,King Island Airport,,Tasmania,AU,132,-39.87749863,143.878006,Australia/Melbourne
KBB,Kirkimbie Station Airport,Kirkimbie,Northern-Territory,AU,0,-17.7791996,129.2100067,Australia/Darwin
KFG,Kalkgurung Airport,,Northern-Territory,AU,646,-17.43190002,130.8079987,Australia/Darwin
KKP,Koolburra Airport,Koolburra,Queensland,AU,350,-15.31890011,143.9550018,Australia/Brisbane
KRB,Karumba Airport,,Queensland,AU,5,-17.45669937,140.8300018,Australia/Brisbane
KML,Kamileroi Airport,,Queensland,AU,91,-19.375,140.0570068,Australia/Brisbane
KPS,Kempsey Airport,,New-South-Wales,AU,54,-31.07439995,152.7700043,Australia/Sydney
KNI,Katanning Airport,,Western-Australia,AU,0,-33.71670151,117.6330032,Australia/Perth
KWM,Kowanyama Airport,Kowanyama,Queensland,AU,35,-15.48560047,141.7510071,Australia/Brisbane
KGY,Kingaroy Airport,,Queensland,AU,1492,-26.5807991,151.8410034,Australia/Brisbane
KGC,Kingscote Airport,,South-Australia,AU,24,-35.71390152,137.5209961,Australia/Adelaide
KUG,Kubin Airport,,Queensland,AU,15,-10.22500038,142.2180023,Australia/Brisbane
LWH,Lawn Hill Airport,,Queensland,AU,122,-18.56830025,138.6349945,Australia/Brisbane
LGH,Leigh Creek Airport,,South-Australia,AU,856,-30.59830093,138.4259949,Australia/Adelaide
LNO,Leonora Airport,Leonora,Western-Australia,AU,1217,-28.87809944,121.3150024,Australia/Perth
LEL,Lake Evella Airport,,Northern-Territory,AU,256,-12.49890041,135.8059998,Australia/Darwin
LDH,Lord Howe Island Airport,Lord Howe Island,New-South-Wales,AU,5,-31.53829956,159.0769959,Australia/Lord_Howe
IRG,Lockhart River Airport,,Queensland,AU,77,-12.78689957,143.3049927,Australia/Brisbane
LTP,Lyndhurst Airport,Lyndhurst,Queensland,AU,0,-19.19580078,144.3710022,Australia/Brisbane
LDC,Lindeman Island Airport,Lindeman Island,Queensland,AU,0,-20.45359993,149.0399933,Australia/Lindeman
LSY,Lismore Airport,Lismore,New-South-Wales,AU,35,-28.83029938,153.2599945,Australia/Sydney
LOC,Lock Airport,Lock,South-Australia,AU,350,-33.5442009,135.6929932,Australia/Adelaide
LOA,Lorraine Airport,,Queensland,AU,61,-18.99329948,139.9069977,Australia/Brisbane
LTV,Lotus Vale Airport,Lotus Vale,Queensland,AU,0,-17.04829979,141.3760071,Australia/Brisbane
LUU,Laura Airport,,Queensland,AU,0,-15.55000019,144.4499969,Australia/Brisbane
LHG,Lightning Ridge Airport,,New-South-Wales,AU,540,-29.45669937,147.9839935,Australia/Sydney
LRE,Longreach Airport,Longreach,Queensland,AU,627,-23.43420029,144.2799988,Australia/Brisbane
LUT,New Laura Airport,,Queensland,AU,0,-15.18330002,144.3670044,Australia/Brisbane
LER,Leinster Airport,,Western-Australia,AU,1631,-27.84329987,120.7030029,Australia/Perth
LVO,Laverton Airport,,Western-Australia,AU,1530,-28.61359978,122.4240036,Australia/Perth
TGN,Latrobe Valley Airport,,Victoria,AU,180,-38.2071991,146.4700012,Australia/Melbourne
LZR,Lizard Island Airport,,Queensland,AU,70,-14.66670036,145.4499969,Australia/Brisbane
UBB,Mabuiag Island Airport,Mabuiag Island,Queensland,AU,0,-9.949999809,142.1829987,Australia/Brisbane
AVV,Avalon Airport,Melbourne,Victoria,AU,35,-38.03939819,144.4689941,Australia/Hobart
ABX,Albury Airport,Albury,New-South-Wales,AU,539,-36.06779861,146.9579926,Australia/Sydney
MRG,Mareeba Airport,,Queensland,AU,1560,-17.06920052,145.4190063,Australia/Brisbane
MBB,Marble Bar Airport,,Western-Australia,AU,194,-21.16329956,119.8330002,Australia/Perth
XMC,Mallacoota Airport,,Victoria,AU,31,-37.59830093,149.7200012,Australia/Hobart
MFP,Manners Creek Airport,,Northern-Territory,AU,0,-22.10000038,137.9830017,Australia/Darwin
MLR,Millicent Airport,,South-Australia,AU,56,-37.58359909,140.3659973,Australia/Adelaide
DGE,Mudgee Airport,Mudgee,New-South-Wales,AU,1545,-32.5625,149.6109924,Australia/Sydney
MQA,Mandora Airport,Mandora,Western-Australia,AU,0,-19.73830032,120.8379974,Australia/Perth
MKR,Meekatharra Airport,,Western-Australia,AU,1713,-26.61170006,118.5479965,Australia/Perth
MEB,Melbourne Essendon Airport,,Victoria,AU,282,-37.72809982,144.9019928,Australia/Melbourne
MIM,Merimbula Airport,Merimbula,New-South-Wales,AU,7,-36.90859985,149.901001,Australia/Sydney
SXE,RAAF Base East Sale,,Victoria,AU,23,-38.09889984,147.1490021,Australia/Hobart
MGT,Milingimbi Airport,Milingimbi Island,Northern-Territory,AU,53,-12.09440041,134.8939972,Australia/Darwin
MNG,Maningrida Airport,Maningrida,Northern-Territory,AU,123,-12.05609989,134.2339935,Australia/Darwin
GSN,Mount Gunson Airport,Mount Gunson,South-Australia,AU,285,-31.45969963,137.173996,Australia/Adelaide
MGV,Margaret River (Station) Airport,,Western-Australia,AU,289,-18.62170029,126.8830032,Australia/Perth
MQZ,Margaret River Airport,,Western-Australia,AU,374,-33.93059921,115.0999985,Australia/Perth
HBA,Hobart International Airport,Hobart,Tasmania,AU,13,-42.83610153,147.5099945,Australia/Hobart
MHO,Mount House Airport,,Western-Australia,AU,289,-17.05500031,125.7099991,Australia/Perth
MCV,McArthur River Mine Airport,McArthur River Mine,Northern-Territory,AU,131,-16.44249916,136.0839996,Australia/Darwin
MQL,Mildura Airport,Mildura,Victoria,AU,167,-34.22919846,142.0859985,Australia/Hobart
XML,Minlaton Airport,,South-Australia,AU,0,-34.75,137.5330048,Australia/Adelaide
MIH,Mitchell Plateau Airport,Mitchell Plateau,Western-Australia,AU,0,-14.79139996,125.8239975,Australia/Perth
MTQ,Mitchell Airport,,Queensland,AU,1144,-26.48329926,147.9369965,Australia/Brisbane
MJP,Manjimup Airport,,Western-Australia,AU,940,-34.26530075,116.1399994,Australia/Perth
LST,Launceston Airport,Launceston,Tasmania,AU,562,-41.54529953,147.2140045,Australia/Melbourne
MBW,Melbourne Moorabbin Airport,Melbourne,Victoria,AU,50,-37.97579956,145.102005,Australia/Melbourne
MEL,Melbourne International Airport,Melbourne,Victoria,AU,434,-37.6733017,144.8430023,Australia/Melbourne
MMM,Middlemount Airport,,Queensland,AU,547,-22.80249977,148.7050018,Australia/Brisbane
MTL,Maitland Airport,,New-South-Wales,AU,85,-32.70330048,151.4880066,Australia/Sydney
WME,Mount Keith Airport,,Western-Australia,AU,1792,-27.28639984,120.5550003,Australia/Perth
ONR,Monkira Airport,,Queensland,AU,107,-24.81669998,140.5330048,Australia/Brisbane
OXY,Morney Airport,,Queensland,AU,104,-25.35829926,141.4329987,Australia/Brisbane
MMG,Mount Magnet Airport,,Western-Australia,AU,1354,-28.11610031,117.8420029,Australia/Perth
OOR,Mooraberree Airport,,Queensland,AU,85,-25.25,140.9830017,Australia/Brisbane
MRZ,Moree Airport,Moree,New-South-Wales,AU,701,-29.49889946,149.8450012,Australia/Sydney
MET,Moreton Airport,Moreton,Queensland,AU,0,-12.44419956,142.6380005,Australia/Brisbane
MIN,Minnipa Airport,,South-Australia,AU,155,-32.84329987,135.1450043,Australia/Adelaide
MQE,Marqua Airport,Marqua,Northern-Territory,AU,0,-22.80579948,137.2510071,Australia/Darwin
MOV,Moranbah Airport,Moranbah,Queensland,AU,770,-22.05780029,148.0769959,Australia/Brisbane
RRE,Marree Airport,,South-Australia,AU,50,-29.66329956,138.0650024,Australia/Adelaide
MWB,Morawa Airport,,Western-Australia,AU,270,-29.20170021,116.0220032,Australia/Perth
MYA,Moruya Airport,Moruya,New-South-Wales,AU,14,-35.89780045,150.1439972,Australia/Sydney
MTD,Mount Sanford Station Airport,,Northern-Territory,AU,231,-16.97830009,130.5549927,Australia/Darwin
UTB,Muttaburra Airport,,Queensland,AU,230,-22.58329964,144.5330048,Australia/Brisbane
MGB,Mount Gambier Airport,,South-Australia,AU,212,-37.74560165,140.7850037,Australia/Adelaide
ONG,Mornington Island Airport,,Queensland,AU,33,-16.66250038,139.1779938,Australia/Brisbane
MNQ,Monto Airport,,Queensland,AU,757,-24.88579941,151.1000061,Australia/Brisbane
MUQ,Muccan Station Airport,Muccan Station,Western-Australia,AU,300,-20.65889931,120.0670013,Australia/Perth
MNE,Mungeranie Airport,Mungeranie,South-Australia,AU,0,-28.00919914,138.6569977,Australia/Adelaide
MYI,Murray Island Airport,Murray Island,Queensland,AU,0,-9.916669846,144.0549927,Australia/Brisbane
MVK,Mulka Airport,Mulka,South-Australia,AU,0,-28.3477993,138.6499939,Australia/Adelaide
MXU,Mullewa Airport,,Western-Australia,AU,290,-28.47500038,115.5169983,Australia/Perth
MXD,Marion Downs Airport,,Queensland,AU,0,-23.36669922,139.6670074,Australia/Brisbane
MBH,Maryborough Airport,,Queensland,AU,38,-25.51329994,152.7149963,Australia/Brisbane
RTY,Merty Merty Airport,,South-Australia,AU,0,-28.58329964,140.3170013,Australia/Adelaide
NMR,Nappa Merrie Airport,,Queensland,AU,55,-27.55830002,141.1329956,Australia/Brisbane
NRA,Narrandera Airport,Narrandera,New-South-Wales,AU,474,-34.70220184,146.5119934,Australia/Sydney
NAA,Narrabri Airport,Narrabri,New-South-Wales,AU,788,-30.31920052,149.8269959,Australia/Sydney
RPM,Ngukurr Airport,,Northern-Territory,AU,45,-14.72280025,134.746994,Australia/Darwin
NBH,Nambucca Heads Airport,Nambucca Heads,New-South-Wales,AU,0,-30.64999962,153,Australia/Sydney
NLS,Nicholson Airport,,Western-Australia,AU,0,-18.04999924,128.8999939,Australia/Perth
NAC,Naracoorte Airport,,South-Australia,AU,169,-36.98529816,140.7250061,Australia/Adelaide
QRM,Narromine Airport,,New-South-Wales,AU,782,-32.21469879,148.2250061,Australia/Sydney
RVT,Ravensthorpe Airport,,Western-Australia,AU,197,-33.79719925,120.2080002,Australia/Perth
NSV,Noosa Airport,,Queensland,AU,1,-26.42329979,153.0630035,Australia/Brisbane
NSM,Norseman Airport,,Western-Australia,AU,263,-32.20999908,121.7549973,Australia/Perth
NTN,Normanton Airport,,Queensland,AU,73,-17.68359947,141.0700073,Australia/Brisbane
NUR,Nullabor Motel Airport,,South-Australia,AU,67,-31.44169998,130.9019928,Australia/Adelaide
NLL,Nullagine Airport,,Western-Australia,AU,381,-21.91329956,120.197998,Australia/Perth
NUB,Numbulwar Airport,,Northern-Territory,AU,31,-14.27169991,135.7169952,Australia/Darwin
ZNE,Newman Airport,Newman,Western-Australia,AU,1724,-23.4178009,119.8030014,Australia/Perth
NYN,Nyngan Airport,,New-South-Wales,AU,569,-31.55109978,147.2030029,Australia/Sydney
OPI,Oenpelli Airport,,Northern-Territory,AU,30,-12.32499981,133.0059967,Australia/Darwin
XCO,Colac Airport,,Victoria,AU,137,-38.2867012,143.6799927,Australia/Melbourne
OLP,Olympic Dam Airport,Olympic Dam,South-Australia,AU,343,-30.48500061,136.8769989,Australia/Adelaide
ODD,Oodnadatta Airport,,South-Australia,AU,118,-27.56170082,135.4470062,Australia/Adelaide
MOO,Moomba Airport,,South-Australia,AU,143,-28.09939957,140.1970062,Australia/Adelaide
RBS,Orbost Airport,,Victoria,AU,28,-37.79000092,148.6100006,Australia/Melbourne
OAG,Orange Airport,Orange,New-South-Wales,AU,3115,-33.38169861,149.1329956,Australia/Sydney
ODR,Ord River Airport,Ord River,Western-Australia,AU,390,-17.34079933,128.9120026,Australia/Perth
OSO,Osborne Mine Airport,,Queensland,AU,285,-22.08169937,140.5549927,Australia/Brisbane
OYN,Ouyen Airport,,Victoria,AU,0,-35.08901243,142.3544884,Australia/Melbourne
ADL,Adelaide International Airport,Adelaide,South-Australia,AU,20,-34.94499969,138.5310059,Australia/Adelaide
PUG,Port Augusta Airport,,South-Australia,AU,56,-32.50690079,137.7169952,Australia/Adelaide
PMK,Palm Island Airport,,Queensland,AU,28,-18.75530052,146.5809937,Australia/Brisbane
PBO,Paraburdoo Airport,Paraburdoo,Western-Australia,AU,1406,-23.17110062,117.7450027,Australia/Perth
CCK,Cocos (Keeling) Islands Airport,Cocos (Keeling) Islands,,CC,10,-12.18830013,96.83390045,Indian/Cocos
PDE,Pandie Pandie Airport,,South-Australia,AU,0,-26.11669922,139.3999939,Australia/Adelaide
DRW,Darwin International Airport,Darwin,Northern-Territory,AU,103,-12.41469955,130.8769989,Australia/Darwin
PRD,Pardoo Airport,Pardoo,Western-Australia,AU,0,-20.11750031,119.5899963,Australia/Perth
BEO,Aeropelican Airport,,New-South-Wales,AU,2,-33.06669998,151.647995,Australia/Sydney
GOV,Gove Airport,Nhulunbuy,Northern-Territory,AU,192,-12.26939964,136.8179932,Australia/Darwin
PPI,Port Pirie Airport,,South-Australia,AU,40,-33.23889923,137.9949951,Australia/Adelaide
JAD,Perth Jandakot Airport,Perth,Western-Australia,AU,99,-32.09749985,115.8809967,Australia/Perth
KTA,Karratha Airport,Karratha,Western-Australia,AU,29,-20.71220016,116.7730026,Australia/Perth
KGI,Kalgoorlie Boulder Airport,Kalgoorlie,Western-Australia,AU,1203,-30.7894001,121.461998,Australia/Perth
PKE,Parkes Airport,Parkes,New-South-Wales,AU,1069,-33.13140106,148.2389984,Australia/Sydney
PKT,Port Keats Airport,,Northern-Territory,AU,91,-14.25,129.529007,Australia/Darwin
KNX,Kununurra Airport,Kununurra,Western-Australia,AU,145,-15.77810001,128.7079926,Australia/Perth
PLO,Port Lincoln Airport,Port Lincoln,South-Australia,AU,36,-34.6053009,135.8800049,Australia/Adelaide
LEA,Learmonth Airport,Exmouth,Western-Australia,AU,19,-22.23559952,114.0889969,Australia/Perth
EDR,Pormpuraaw Airport,,Queensland,AU,10,-14.89669991,141.6089935,Australia/Brisbane
PQQ,Port Macquarie Airport,Port Macquarie,New-South-Wales,AU,12,-31.43580055,152.8630066,Australia/Sydney
PTJ,Portland Airport,,Victoria,AU,265,-38.31809998,141.470993,Australia/Hobart
PHE,Port Hedland International Airport,Port Hedland,Western-Australia,AU,33,-20.37779999,118.6259995,Australia/Perth
PER,Perth International Airport,Perth,Western-Australia,AU,67,-31.94029999,115.9670029,Australia/Perth
PEA,Penneshaw Airport,Ironstone,South-Australia,AU,0,-35.75584629,137.9628754,Australia/Adelaide
KTR,Tindal Airport,,Northern-Territory,AU,443,-14.52110004,132.378006,Australia/Darwin
UMR,Woomera Airfield,Woomera,South-Australia,AU,548,-31.14419937,136.8170013,Australia/Adelaide
XCH,Christmas Island Airport,Christmas Island,,CX,916,-10.45059967,105.6900024,Indian/Christmas
UIR,Quirindi Airport,,New-South-Wales,AU,1054,-31.49060059,150.5140076,Australia/Sydney
ULP,Quilpie Airport,,Queensland,AU,655,-26.61219978,144.253006,Australia/Brisbane
UEE,Queenstown Airport,,Tasmania,AU,264,-42.07500076,145.5319977,Australia/Hobart
RMK,Renmark Airport,,South-Australia,AU,115,-34.19639969,140.673996,Australia/Adelaide
RCM,Richmond Airport,,Queensland,AU,676,-20.70190048,143.1150055,Australia/Brisbane
RAM,Ramingining Airport,,Northern-Territory,AU,206,-12.35639954,134.897995,Australia/Darwin
ROH,Robinhood Airport,,Queensland,AU,460,-18.84499931,143.7100067,Australia/Brisbane
RBU,Roebourne Airport,Roebourne,Western-Australia,AU,0,-20.76169968,117.1569977,Australia/Perth
RBC,Robinvale Airport,,Victoria,AU,87,-34.65000153,142.7830048,Australia/Melbourne
RMA,Roma Airport,Roma,Queensland,AU,1032,-26.54500008,148.7749939,Australia/Brisbane
RSB,Roseberth Airport,,Queensland,AU,55,-25.83329964,139.6499939,Australia/Brisbane
RTS,Rottnest Island Airport,,Western-Australia,AU,12,-32.00669861,115.5400009,Australia/Perth
RTP,Rutland Plains Airport,,Queensland,AU,15,-15.64330006,141.8430023,Australia/Brisbane
RHL,Roy Hill Station Airport,,Western-Australia,AU,0,-22.62581589,119.9590302,Australia/Perth
NDS,Sandstone Airport,Sandstone,Western-Australia,AU,0,-27.97999954,119.2969971,Australia/Perth
BWU,Sydney Bankstown Airport,Sydney,New-South-Wales,AU,29,-33.92440033,150.9880066,Australia/Sydney
CBR,Canberra International Airport,Canberra,ACT,AU,1886,-35.30690002,149.1950073,Australia/Sydney
CFS,Coffs Harbour Airport,Coffs Harbour,New-South-Wales,AU,18,-30.32060051,153.1159973,Australia/Sydney
CDU,Camden Airport,,New-South-Wales,AU,230,-34.04029846,150.6869965,Australia/Sydney
NSO,Scone Airport,,New-South-Wales,AU,745,-32.03720093,150.8320007,Australia/Sydney
SQC,Southern Cross Airport,,Western-Australia,AU,354,-31.23999977,119.3600006,Australia/Perth
DBO,Dubbo City Regional Airport,Dubbo,New-South-Wales,AU,935,-32.21670151,148.5749969,Australia/Sydney
SGO,St George Airport,,Queensland,AU,656,-28.04969978,148.5950012,Australia/Brisbane
SIX,Singleton Airport,Singleton,New-South-Wales,AU,46,-32.600832,151.193056,Australia/Sydney
ZGL,South Galway Airport,,Queensland,AU,116,-25.68330002,142.1080017,Australia/Brisbane
SGP,Shay Gap Airport,Shay Gap,Western-Australia,AU,620,-20.42469978,120.1409988,Australia/Perth
DNM,Shark Bay Airport,,Western-Australia,AU,111,-25.89389992,113.5770035,Australia/Perth
JHQ,Shute Harbour Airport,,Queensland,AU,12,-20.27829933,148.7570038,Australia/Brisbane
SHT,Shepparton Airport,,Victoria,AU,374,-36.42890167,145.3930054,Australia/Hobart
SBR,Saibai Island Airport,Saibai Island,Queensland,AU,15,-9.378330231,142.625,Australia/Brisbane
SIO,Smithton Airport,,Tasmania,AU,31,-40.83499908,145.0839996,Australia/Hobart
SHU,Smith Point Airport,,Northern-Territory,AU,0,-11.14999962,132.1499939,Australia/Darwin
STH,Strathmore Airport,,Queensland,AU,0,-17.85000038,142.5670013,Australia/Brisbane
SNB,Snake Bay Airport,,Northern-Territory,AU,173,-11.42280006,130.654007,Australia/Darwin
NLK,Norfolk Island International Airport,Burnt Pine,,NF,371,-29.04159927,167.9389954,Pacific/Norfolk
NOA,Nowra Airport,,New-South-Wales,AU,400,-34.94889832,150.5370026,Australia/Sydney
SNH,Stanthorpe Airport,,Queensland,AU,2938,-28.62030029,151.9909973,Australia/Brisbane
SCG,Spring Creek Airport,,Queensland,AU,0,-18.63330078,144.5670013,Australia/Brisbane
SHQ,Southport Airport,,Queensland,AU,2,-27.91500092,153.3730011,Australia/Brisbane
KSV,Springvale Airport,,Queensland,AU,0,-23.54999924,140.6999969,Australia/Brisbane
SRN,Strahan Airport,,Tasmania,AU,20,-42.15499878,145.2920074,Australia/Melbourne
SYD,Sydney Kingsford Smith International Airport,Sydney,New-South-Wales,AU,21,-33.94609833,151.177002,Australia/Sydney
HLS,St Helens Airport,,Tasmania,AU,48,-41.33670044,148.2819977,Australia/Hobart
TMW,Tamworth Airport,Tamworth,New-South-Wales,AU,1334,-31.08390045,150.8470001,Australia/Sydney
WGA,Wagga Wagga City Airport,Wagga Wagga,New-South-Wales,AU,724,-35.16529846,147.4660034,Australia/Sydney
SWH,Swan Hill Airport,,Victoria,AU,234,-35.37580109,143.5330048,Australia/Melbourne
SWC,Stawell Airport,,Victoria,AU,807,-37.07170105,142.7409973,Australia/Melbourne
XTR,Tara Airport,,Queensland,AU,360,-27.15670013,150.477005,Australia/Brisbane
TBL,Tableland Homestead Airport,,Western-Australia,AU,0,-17.2833004,126.9000015,Australia/Perth
XTO,Taroom Airport,,Queensland,AU,240,-25.80170059,149.8999939,Australia/Brisbane
TAQ,Tarcoola Airport,Tarcoola,South-Australia,AU,0,-30.70330048,134.5839996,Australia/Adelaide
TBK,Timber Creek Airport,,Northern-Territory,AU,16,-15.61999989,130.4450073,Australia/Darwin
TDR,Theodore Airport,,Queensland,AU,171,-24.99329948,150.0930023,Australia/Brisbane
TEF,Telfer Airport,,Western-Australia,AU,970,-21.71500015,122.2289963,Australia/Perth
TEM,Temora Airport,,New-South-Wales,AU,921,-34.42139816,147.5119934,Australia/Sydney
TAN,Tangalooma Airport,,Queensland,AU,0,-27.12999916,153.3630066,Australia/Brisbane
XTG,Thargomindah Airport,,Queensland,AU,433,-27.9864006,143.8110046,Australia/Brisbane
TYG,Thylungra Airport,,Queensland,AU,165,-26.08329964,143.4669952,Australia/Brisbane
TYB,Tibooburra Airport,,New-South-Wales,AU,584,-29.4510994,142.0579987,Australia/Sydney
TKY,Turkey Creek Airport,Turkey Creek,Western-Australia,AU,0,-17.04080009,128.2059937,Australia/Perth
TPR,Tom Price Airport,Tom Price,Western-Australia,AU,2300,-22.74600029,117.8690033,Australia/Perth
TUM,Tumut Airport,,New-South-Wales,AU,878,-35.26279831,148.2409973,Australia/Sydney
TYP,Tobermorey Airport,Tobermorey,Northern-Territory,AU,0,-22.25580025,137.9530029,Australia/Darwin
THG,Thangool Airport,Biloela,Queensland,AU,644,-24.4939003,150.576004,Australia/Brisbane
TCA,Tennant Creek Airport,Tennant Creek,Northern-Territory,AU,1236,-19.63439941,134.1829987,Australia/Darwin
TCW,Tocumwal Airport,,New-South-Wales,AU,372,-35.81169891,145.6080017,Australia/Sydney
TRO,Taree Airport,Taree,New-South-Wales,AU,38,-31.8885994,152.5140076,Australia/Sydney
