icao,iata,name,city,state,country,elevation,lat,lon,tz
UTKF,FEG,Fergana Airport,Fergana,Fergana,UZ,1980,40.35879898,71.74500275,Asia/Tashkent
UTKN,NMA,Namangan Airport,Namangan,Namangan,UZ,1555,40.98460007,71.55670166,Asia/Samarkand
UTNN,NCU,Nukus Airport,Nukus,Karakalpakstan,UZ,246,42.48839951,59.62329865,Asia/Samarkand
UTNU,UGC,Urgench Airport,Urgench,Xorazm,UZ,320,41.58430099,60.64170074,Asia/Samarkand
UTSA,NVI,Navoi Airport,Navoi,Navoiy,UZ,0,40.11719894,65.17079926,Asia/Samarkand
UTSB,BHK,Bukhara Airport,Bukhara,,UZ,751,39.77500153,64.48329926,Asia/Samarkand
UTSK,KSQ,Karshi Airport,Karshi,Qashqadaryo,UZ,1365,38.8025,65.773056,Asia/Samarkand
UTSN,AFS,Sugraly Airport,Zarafshan,Navoiy,UZ,1396,41.61389923,64.23320007,Asia/Samarkand
UTSS,SKD,Samarkand Airport,Samarkand,,UZ,2224,39.70050049,66.9838028,Asia/Samarkand
UTST,TMJ,Termez Airport,Termez,Surxondaryo,UZ,1027,37.2867012,67.30999756,Asia/Samarkand
UTTT,TAS,Tashkent International Airport,Tashkent,Toshkent-Shahri,UZ,1417,41.25790024,69.28119659,Asia/Samarkand
UUBA,KMW,Kostroma Sokerkino Airport,Kostroma,Kostroma,RU,446,57.7969017,41.01940155,Europe/Moscow
UUBB,BKA,Bykovo Airport,Moscow,Moscow-Oblast,RU,427,55.61719894,38.06000137,Europe/Moscow
UUBI,IWA,Ivanovo South Airport,Ivanovo,,RU,410,56.93939972,40.94079971,Europe/Moscow
UUBK,RYB,Staroselye Airport,Rybinsk,Jaroslavl,RU,423,58.10419846,38.9294014,Europe/Moscow
UUBP,BZK,Bryansk Airport,Bryansk,Brjansk,RU,663,53.21419907,34.17639923,Europe/Moscow
UUBS,LNX,Smolensk South Airport,Smolensk,Smolensk,RU,820,54.745,32.065,Europe/Moscow
UUDD,DME,Domodedovo International Airport,Moscow,Moscow-Oblast,RU,588,55.40879822,37.90629959,Europe/Moscow
UUDL,IAR,Tunoshna Airport,,Jaroslavl,RU,287,57.56069946,40.15739822,Europe/Moscow
UUEE,SVO,Sheremetyevo International Airport,Moscow,Moscow-Oblast,RU,622,55.97259903,37.41460037,Europe/Moscow
UUEM,KLD,Migalovo Air Base,Tver,Tverskaya,RU,469,56.8246994,35.75770187,Europe/Moscow
UUOB,EGO,Belgorod International Airport,Belgorod,Belgorod,RU,735,50.64379883,36.59009933,Europe/Moscow
UUOK,URS,Kursk East Airport,Kursk,Kursk,RU,686,51.75059891,36.29560089,Europe/Moscow
UUOL,LPK,Lipetsk Airport,Lipetsk,Lipetsk,RU,584,52.70280075,39.53779984,Europe/Moscow
UUOO,VOZ,Voronezh International Airport,Voronezh,Voronezj,RU,514,51.81420136,39.229599,Europe/Moscow
UUOR,OEL,Oryol Yuzhny Airport,Orel,Orjol,RU,656,52.93470001,36.00220108,Europe/Moscow
UUOT,TBW,Donskoye Airport,Tambov,Tambov,RU,413,52.80609894,41.48279953,Europe/Moscow
UUWR,RZN,Turlatovo Airport,Ryazan,Rjazan,RU,502,54.55590057,39.85520172,Europe/Moscow
UUWW,VKO,Vnukovo International Airport,Moscow,Moscow,RU,685,55.59149933,37.26150131,Europe/Moscow
UUYH,UCT,Ukhta Airport,Ukhta,Komi,RU,482,63.56689835,53.80469894,Europe/Moscow
UUYI,INA,Inta Airport,Inta,Komi,RU,184,66.05483246,60.11032104,Europe/Moscow
UUYP,PEX,Pechora Airport,Pechora,Komi,RU,98,65.12110138,57.13079834,Europe/Moscow
UUYS,USK,Usinsk Airport,Usinsk,Komi,RU,262,66.00469971,57.36719894,Europe/Moscow
UUYW,VKT,Vorkuta Airport,Vorkuta,Komi,RU,604,67.48860168,63.99309921,Europe/Moscow
UUYX,UTS,Ust-Tsylma Airport,Ust-Tsylma,Komi,RU,262,65.43729401,52.20033646,Europe/Moscow
UUYY,SCW,Syktyvkar Airport,Syktyvkar,Komi,RU,342,61.64699936,50.8451004,Europe/Moscow
UWGG,GOJ,Nizhny Novgorod International Airport,Nizhny Novgorod,Novgorod,RU,256,56.23009872,43.7840004,Europe/Moscow
UWKB,UUA,Bugulma Airport,Bugulma,Tatarstan,RU,991,54.63999939,52.80170059,Europe/Moscow
UWKD,KZN,Kazan International Airport,Kazan,Tatarstan,RU,411,55.60620117,49.27870178,Europe/Moscow
UWKE,NBC,Begishevo Airport,Nizhnekamsk,Tatarstan,RU,643,55.56470108,52.09249878,Europe/Moscow
UWKJ,JOK,Yoshkar-Ola Airport,Yoshkar-Ola,Mariy-El,RU,348,56.70059967,47.90470123,Europe/Moscow
UWKS,CSY,Cheboksary Airport,Cheboksary,Chuvashia,RU,558,56.09030151,47.34730148,Europe/Moscow
UWLL,ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,Ulyanovsk,RU,463,54.2682991,48.22669983,Europe/Samara
UWLW,ULY,Ulyanovsk East Airport,Ulyanovsk,Ulyanovsk,RU,252,54.40100098,48.80270004,Europe/Ulyanovsk
UWOO,REN,Orenburg Central Airport,Orenburg,Orenburg,RU,387,51.79579926,55.45669937,Asia/Yekaterinburg
UWOR,OSW,Orsk Airport,Orsk,Orenburg,RU,909,51.07249832,58.59560013,Asia/Yekaterinburg
UWPP,PEZ,Penza Airport,Penza,Penza,RU,614,53.11059952,45.02109909,Europe/Moscow
UWPS,SKX,Saransk Airport,Saransk,Mordoviya,RU,676,54.1251297,45.21225739,Europe/Moscow
UWSB,BWO,Balakovo Airport,Balakovo,Saratov,RU,95,51.85829926,47.74560165,Europe/Saratov
UWSS,RTW,Saratov Central Airport,Saratov,Saratov,RU,499,51.56499863,46.04669952,Europe/Saratov
UWUB,BCX,Beloretsk Airport,Beloretsk,Bashkortostan,RU,1827,53.93809891,58.34000015,Asia/Yekaterinburg
UWUF,NEF,Neftekamsk Airport,Neftekamsk,Bashkortostan,RU,456,56.10689926,54.34719849,Asia/Yekaterinburg
UWUK,OKT,Oktyabrskiy Airport,Kzyl-Yar,Bashkortostan,RU,377,54.43999863,53.38830185,Asia/Yekaterinburg
UWUU,UFA,Ufa International Airport,Ufa,Bashkortostan,RU,449,54.55749893,55.87440109,Asia/Yekaterinburg
UWWW,KUF,Kurumoch International Airport,Samara,Samara,RU,477,53.50490189,50.16429901,Europe/Samara
VA1P,DIU,Diu Airport,Diu,Gujarat,IN,31,20.71310043,70.9210968,Asia/Kolkata
VAAH,AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Gujarat,IN,189,23.07719994,72.63469696,Asia/Kolkata
VAAK,AKD,Akola Airport,,Maharashtra,IN,999,20.6989994,77.05860138,Asia/Kolkata
VAAU,IXU,Aurangabad Airport,Aurangabad,Maharashtra,IN,1911,19.86269951,75.39810181,Asia/Kolkata
VABB,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.08869934,72.86789703,Asia/Kolkata
VABI,PAB,Bilaspur Airport,,Chhattisgarh,IN,899,21.98839951,82.11100006,Asia/Kolkata
VABJ,BHJ,Bhuj Airport,Bhuj,Gujarat,IN,268,23.28779984,69.67019653,Asia/Kolkata
VABM,IXG,Belgaum Airport,,Karnataka,IN,2487,15.85929966,74.61830139,Asia/Kolkata
VABO,BDQ,Vadodara Airport,Vadodara,Gujarat,IN,129,22.33620071,73.2263031,Asia/Kolkata
VABP,BHO,Bhopal Airport,Bhopal,Madhya-Pradesh,IN,1719,23.28750038,77.33740234,Asia/Kolkata
VABV,BHU,Bhavnagar Airport,Bhavnagar,Gujarat,IN,44,21.75219917,72.18520355,Asia/Kolkata
VADN,NMB,Daman Airport,,Daman-and-Diu,IN,33,20.43440056,72.84320068,Asia/Kolkata
VAGN,GUX,Guna Airport,,Madhya-Pradesh,IN,1600,24.65469933,77.34729767,Asia/Kolkata
VAGO,GOI,Dabolim Airport,Vasco da Gama,Goa,IN,184,15.38080025,73.83139801,Asia/Kolkata
VAHB,HBX,Hubli Airport,Hubli,Karnataka,IN,2171,15.36170006,75.0848999,Asia/Kolkata
VAID,IDR,Devi Ahilyabai Holkar Airport,Indore,Madhya-Pradesh,IN,1850,22.72179985,75.80110168,Asia/Kolkata
VAJB,JLR,Jabalpur Airport,,Madhya-Pradesh,IN,1624,23.17779922,80.05200195,Asia/Kolkata
VAJM,JGA,Jamnagar Airport,Jamnagar,Gujarat,IN,69,22.46549988,70.01260376,Asia/Kolkata
VAKE,IXY,Kandla Airport,Kandla,Gujarat,IN,96,23.11269951,70.10030365,Asia/Kolkata
VAKJ,HJR,Khajuraho Airport,Khajuraho,Madhya-Pradesh,IN,728,24.81719971,79.91860199,Asia/Kolkata
VAKP,KLH,Kolhapur Airport,,Maharashtra,IN,1996,16.66469955,74.28939819,Asia/Kolkata
VAKS,IXK,Keshod Airport,,Gujarat,IN,167,21.31710052,70.270401,Asia/Kolkata
VALT,LTU,Murod Kond Airport,Latur,Maharashtra,IN,2136,18.41150093,76.46469879,Asia/Kolkata
VAND,NDC,Nanded Airport,Nanded,Maharashtra,IN,1250,19.18330002,77.3167038,Asia/Kolkata
VANP,NAG,Dr. Babasaheb Ambedkar International Airport,Naqpur,Maharashtra,IN,1033,21.09219933,79.04720306,Asia/Kolkata
VANR,ISK,Gandhinagar Airport,Nashik,Maharashtra,IN,1959,19.96369934,73.80760193,Asia/Kolkata
VAPO,PNQ,Pune Airport,Pune,Maharashtra,IN,1942,18.58209991,73.91970062,Asia/Kolkata
VAPR,PBD,Porbandar Airport,Porbandar,Gujarat,IN,23,21.64870071,69.65720367,Asia/Kolkata
VARG,RTC,Ratnagiri Airport,,Maharashtra,IN,305,17.0135994,73.32779694,Asia/Kolkata
VARK,RAJ,Rajkot Airport,Rajkot,Gujarat,IN,441,22.30920029,70.77950287,Asia/Kolkata
VARP,RPR,Raipur Airport,Raipur,Madhya-Pradesh,IN,1041,21.18040085,81.73880005,Asia/Kolkata
VASL,SSE,Solapur Airport,Solapur,Maharashtra,IN,1584,17.62800026,75.93479919,Asia/Kolkata
VASU,STV,Surat Airport,,Gujarat,IN,16,21.1140995,72.7417984,Asia/Kolkata
VAUD,UDR,Maharana Pratap Airport,Udaipur,Rajasthan,IN,1684,24.61770058,73.89610291,Asia/Kolkata
VCBI,CMB,Bandaranaike International Colombo Airport,Colombo,Western,LK,30,7.180759907,79.88410187,Asia/Colombo
VCCA,ACJ,Anuradhapura Air Force Base,Anuradhapura,North-Central,LK,324,8.30148983,80.42790222,Asia/Colombo
VCCB,BTC,Batticaloa Airport,Batticaloa,Eastern-Province,LK,20,7.705760002,81.67880249,Asia/Colombo
VCCC,RML,Colombo Ratmalana Airport,Colombo,Western,LK,22,6.821990013,79.88619995,Asia/Colombo
VCCG,GOY,Amparai Airport,Amparai,Eastern-Province,LK,150,7.337080002,81.62590027,Asia/Colombo
VCCH,MNH,Hingurakgoda Air Force Base,Polonnaruwa Town,North-Central,LK,170,8.04981041,80.98139954,Asia/Colombo
VCCJ,JAF,Kankesanturai Airport,Jaffna,Northern-Province,LK,33,9.792329788,80.07009888,Asia/Colombo
VCCK,KCT,Koggala Airport,Galle,Southern,LK,10,5.99368,80.32029724,Asia/Colombo
VCCS,GIU,Sigiriya Air Force Base,Sigiriya,Central,LK,630,7.956669807,80.72850037,Asia/Colombo
VCCT,TRR,China Bay Airport,Trincomalee,Eastern-Province,LK,6,8.538510323,81.18190002,Asia/Colombo
VCCW,WRZ,Weerawila International Airport,Weerawila,Southern,LK,50,6.254489899,81.23519897,Asia/Colombo
VDBG,BBM,Battambang Airport,Battambang,,KH,59,13.09560013,103.223999,Asia/Phnom_Penh
VDKH,KZC,Kampong Chhnang Airport,,Kampong-Chhnang,KH,56,12.25520039,104.564003,Asia/Phnom_Penh
VDKK,KKZ,Kaoh Kong Airport,Kaoh Kong,Koh-Kong,KH,0,11.61339712,102.9970837,Asia/Phnom_Penh
VDKT,KTI,Kratie Airport,Kratie,Kratie,KH,0,12.48799992,106.0550003,Asia/Phnom_Penh
VDPP,PNH,Phnom Penh International Airport,Phnom Penh,,KH,40,11.54660034,104.8440018,Asia/Phnom_Penh
VDRK,RBE,Ratanakiri Airport,Ratanakiri,Ratanakiri,KH,0,13.72999954,106.9869995,Asia/Phnom_Penh
VDSR,REP,Angkor International Airport,Siem Reap,Siem-Reap,KH,60,13.41069984,103.8130035,Asia/Phnom_Penh
VDST,TNX,Stung Treng Airport,Stung Treng,Stung-Treng,KH,203,13.53190041,106.0149994,Asia/Phnom_Penh
VDSV,KOS,Sihanoukville International Airport,Sihanukville,Kampot,KH,33,10.57970047,103.637001,Asia/Phnom_Penh
VEAN,IXV,Along Airport,,Arunachal-Pradesh,IN,900,28.1753006,94.80200195,Asia/Kolkata
VEAT,IXA,Agartala Airport,Agartala,Tripura,IN,46,23.88699913,91.24040222,Asia/Kolkata
VEBD,IXB,Bagdogra Airport,Siliguri,West-Bengal,IN,412,26.68120003,88.32859802,Asia/Kolkata
VEBG,RGH,Balurghat Airport,Balurghat,West-Bengal,IN,78,25.26169968,88.79560089,Asia/Kolkata
VEBI,SHL,Shillong Airport,Shillong,Meghalaya,IN,2910,25.70359993,91.97869873,Asia/Kolkata
VEBS,BBI,Biju Patnaik Airport,Bhubaneswar,Odisha,IN,138,20.24440002,85.81780243,Asia/Kolkata
VECC,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,West-Bengal,IN,16,22.65469933,88.44670105,Asia/Kolkata
VECO,COH,Cooch Behar Airport,,West-Bengal,IN,138,26.33049965,89.46720123,Asia/Kolkata
VEDB,DBD,Dhanbad Airport,,Bihar,IN,847,23.83399963,86.4253006,Asia/Kolkata
VEDZ,DAE,Daporijo Airport,,Arunachal-Pradesh,IN,750,27.98550034,94.22280121,Asia/Kolkata
VEGK,GOP,Gorakhpur Airport,Gorakhpur,Uttar-Pradesh,IN,259,26.73970032,83.4496994,Asia/Kolkata
VEGT,GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,Assam,IN,162,26.10610008,91.58589935,Asia/Kolkata
VEGY,GAY,Gaya Airport,,Bihar,IN,380,24.74430084,84.95120239,Asia/Kolkata
VEIM,IMF,Imphal Airport,Imphal,Manipur,IN,2540,24.76000023,93.896698,Asia/Kolkata
VEJP,PYB,Jeypore Airport,Jeypore,Odisha,IN,1952,18.87999916,82.55200195,Asia/Kolkata
VEJS,IXW,Jamshedpur Airport,,Jharkhand,IN,505,22.8132,86.16880035,Asia/Kolkata
VEJT,JRH,Jorhat Airport,Jorhat,Assam,IN,311,26.73150063,94.17549896,Asia/Kolkata
VEKM,IXQ,Kamalpur Airport,,Tripura,IN,131,24.13170052,91.81420136,Asia/Kolkata
VEKR,IXH,Kailashahar Airport,,Tripura,IN,79,24.30820084,92.00720215,Asia/Kolkata
VEKU,IXS,Silchar Airport,Silchar,Assam,IN,352,24.91290092,92.97869873,Asia/Kolkata
VEKW,IXN,Khowai Airport,Khowai,Tripura,IN,95,24.06189919,91.60389709,Asia/Kolkata
VELP,AJL,Lengpui Airport,Aizawl,Mizoram,IN,1398,23.84059906,92.61969757,Asia/Kolkata
VELR,IXI,North Lakhimpur Airport,Lilabari,Assam,IN,330,27.2954998,94.09760284,Asia/Kolkata
VEMH,LDA,Malda Airport,Malda,,IN,79,25.03300095,88.13300323,Asia/Kolkata
VEMN,DIB,Dibrugarh Airport,Dibrugarh,Assam,IN,362,27.48390007,95.01689911,Asia/Kolkata
VEMR,DMU,Dimapur Airport,Dimapur,Nagaland,IN,487,25.88389969,93.77110291,Asia/Kolkata
VEMZ,MZU,Muzaffarpur Airport,,Bihar,IN,174,26.11910057,85.31369781,Asia/Kolkata
VEPG,IXT,Pasighat Airport,Pasighat,Arunachal-Pradesh,IN,477,28.06609917,95.33560181,Asia/Kolkata
VEPT,PAT,Lok Nayak Jayaprakash Airport,Patna,Bihar,IN,170,25.59129906,85.08799744,Asia/Kolkata
VERC,IXR,Birsa Munda Airport,Ranchi,Jharkhand,IN,2148,23.31430054,85.32170105,Asia/Kolkata
VERK,RRK,Rourkela Airport,,Odisha,IN,659,22.25670052,84.81459808,Asia/Kolkata
VERU,RUP,Rupsi India Airport,,Assam,IN,131,26.13969994,89.91000366,Asia/Kolkata
VETJ,TEI,Tezu Airport,Tezu,Arunachal-Pradesh,IN,800,27.94120026,96.13439941,Asia/Kolkata
VETZ,TEZ,Tezpur Airport,,Assam,IN,240,26.70910072,92.78469849,Asia/Kolkata
VEVZ,VTZ,Vishakhapatnam Airport,Visakhapatnam,Andhra-Pradesh,IN,15,17.72120094,83.22450256,Asia/Kolkata
VEZO,ZER,Zero Airport,,Arunachal-Pradesh,IN,5403,27.58830071,93.82810211,Asia/Kolkata
VGBR,BZL,Barisal Airport,Barisal,Barisāl,BD,23,22.8010006,90.30120087,Asia/Dhaka
VGCB,CXB,Cox's Bazar Airport,Cox's Bazar,Chittagong,BD,12,21.45219994,91.96389771,Asia/Dhaka
VGCM,CLA,Comilla Airport,Comilla,Chittagong,BD,25,23.43720055,91.18969727,Asia/Dhaka
VGEG,CGP,Shah Amanat International Airport,Chittagong,Chittagong,BD,12,22.24959946,91.81330109,Asia/Dhaka
VGHS,DAC,Dhaka / Hazrat Shahjalal International Airport,Dhaka,Dhaka,BD,30,23.843347,90.397783,Asia/Dhaka
VGIS,IRD,Ishurdi Airport,Ishurdi,Rajshahi-Division,BD,45,24.15250015,89.04940033,Asia/Dhaka
VGJR,JSR,Jessore Airport,Jashahor,Khulna,BD,20,23.18379974,89.16079712,Asia/Dhaka
VGLM,LLJ,Lalmonirhat Airport,Lalmonirhat,Rangpur-Division,BD,106,25.88750076,89.43309784,Asia/Dhaka
VGRJ,RJH,Shah Mokhdum Airport,Rajshahi,Rajshahi-Division,BD,64,24.43720055,88.61650085,Asia/Dhaka
VGSD,SPD,Saidpur Airport,Saidpur,Rangpur-Division,BD,125,25.75919914,88.9088974,Asia/Dhaka
VGSG,TKR,Thakurgaon Airport,Thakurgaon,Rangpur-Division,BD,176,26.01639938,88.4036026,Asia/Dhaka
VGSH,ZHM,Shamshernagar Airport,Shamshernagar,Sylhet,BD,56,24.41699982,91.88300323,Asia/Dhaka
VGSY,ZYL,Osmany International Airport,Sylhet,Sylhet,BD,50,24.96319962,91.8667984,Asia/Dhaka
VHHH,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.30890083,113.9150009,Asia/Hong_Kong
VIAG,AGR,Agra Airport,,Uttar-Pradesh,IN,551,27.15579987,77.96089935,Asia/Kolkata
VIAL,IXD,Allahabad Airport,Allahabad,Uttar-Pradesh,IN,322,25.44009972,81.73390198,Asia/Kolkata
VIAR,ATQ,Sri Guru Ram Dass Jee International Airport Amritsar,Amritsar,Punjab,IN,756,31.70960045,74.79730225,Asia/Kolkata
VIBK,BKB,Nal Airport,Bikaner,Rajasthan,IN,750,28.07060051,73.2071991,Asia/Kolkata
VIBN,VNS,Lal Bahadur Shastri Airport,Varanasi,Uttar-Pradesh,IN,266,25.45240021,82.85929871,Asia/Kolkata
VIBR,KUU,Kullu Manali Airport,,Himachal-Pradesh,IN,3573,31.87669945,77.15440369,Asia/Kolkata
VIBT,BUP,Bhatinda Air Force Station,,Punjab,IN,662,30.27009964,74.75579834,Asia/Kolkata
VICG,IXC,Chandigarh Airport,Chandigarh,Chandigarh,IN,1012,30.67350006,76.78849792,Asia/Kolkata
VIDN,DED,Dehradun Airport,Dehradun,Uttar-Pradesh,IN,1831,30.18969917,78.18029785,Asia/Kolkata
VIDP,DEL,Indira Gandhi International Airport,New Delhi,NCT,IN,777,28.56649971,77.10310364,Asia/Kolkata
VIGG,DHM,Kangra Airport,,Himachal-Pradesh,IN,2525,32.1651001,76.26339722,Asia/Kolkata
VIGR,GWL,Gwalior Airport,Gwalior,Madhya-Pradesh,IN,617,26.29330063,78.22779846,Asia/Kolkata
VIHR,HSS,Hissar Airport,,Haryana,IN,700,29.17939949,75.75530243,Asia/Kolkata
VIJO,JDH,Jodhpur Airport,Jodhpur,Rajasthan,IN,717,26.25110054,73.04889679,Asia/Kolkata
VIJP,JAI,Jaipur International Airport,Jaipur,Rajasthan,IN,1263,26.82419968,75.81220245,Asia/Kolkata
VIJR,JSA,Jaisalmer Airport,,Rajasthan,IN,751,26.88870049,70.86499786,Asia/Kolkata
VIJU,IXJ,Jammu Airport,Jammu,Jammu-and-Kashmir,IN,1029,32.68909836,74.83740234,Asia/Kolkata
VIKA,KNU,Kanpur Airport,,Uttar-Pradesh,IN,411,26.44140053,80.36489868,Asia/Kolkata
VIKO,KTU,Kota Airport,,Rajasthan,IN,896,25.16020012,75.84559631,Asia/Kolkata
VILD,LUH,Ludhiana Airport,,Punjab,IN,834,30.85470009,75.95259857,Asia/Kolkata
VILH,IXL,Leh Kushok Bakula Rimpochee Airport,Leh,Jammu-and-Kashmir,IN,10682,34.13589859,77.54650116,Asia/Kolkata
VILK,LKO,Chaudhary Charan Singh International Airport,Lucknow,Uttar-Pradesh,IN,410,26.76059914,80.88929749,Asia/Kolkata
VIPK,IXP,Pathankot Air Force Station,,Punjab,IN,1017,32.23379898,75.63459778,Asia/Kolkata
VIPT,PGH,Pantnagar Airport,Pantnagar,Uttar-Pradesh,IN,769,29.03339958,79.47370148,Asia/Kolkata
VISM,SLV,Shimla Airport,,Himachal-Pradesh,IN,5072,31.08180046,77.06800079,Asia/Kolkata
VISR,SXR,Sheikh ul Alam Airport,Srinagar,Jammu-and-Kashmir,IN,5429,33.98709869,74.77420044,Asia/Kolkata
VIST,TNI,Satna Airport,,Madhya-Pradesh,IN,1060,24.56229973,80.85489655,Asia/Kolkata
VLAP,AOU,Attopeu Airport,Attopeu,Attapu,LA,344,14.81471536,106.8216991,Asia/Vientiane
VLHS,OUI,Ban Huoeisay Airport,,Bokeo,LA,1380,20.25729942,100.4369965,Asia/Vientiane
VLLB,LPQ,Luang Phabang International Airport,Luang Phabang,Louangphabang,LA,955,19.89730072,102.1610031,Asia/Vientiane
VLLN,LXG,Luang Namtha Airport,Luang Namtha,Loungnamtha,LA,1968,20.96699905,101.4000015,Asia/Vientiane
VLOS,ODY,Oudomsay Airport,Oudomsay,Oudômxai,LA,1804,20.6826992,101.9940033,Asia/Vientiane
VLPS,PKZ,Pakse International Airport,Pakse,Champasak,LA,351,15.13210011,105.7809982,Asia/Vientiane
VLSB,ZBY,Sayaboury Airport,Sayaboury,Xiagnabouli,LA,1247,19.2329998,101.7330017,Asia/Vientiane
VLSK,ZVK,Savannakhet Airport,,Savannahkhét,LA,509,16.55660057,104.7600021,Asia/Vientiane
VLSN,NEU,Sam Neua Airport,,Houaphan,LA,3281,20.41839981,104.0670013,Asia/Vientiane
VLSV,VNA,Saravane Airport,Saravane,Salavan,LA,574,15.70943921,106.4106989,Asia/Vientiane
VLTK,THK,Thakhek Airport,Thakhek,Nakhon-Phanom,LA,449,17.39999962,104.8000031,Asia/Bangkok
VLVT,VTE,Wattay International Airport,Vientiane,Vientiane-Prefecture,LA,564,17.98830032,102.5630035,Asia/Vientiane
VLXK,XKH,Xieng Khouang Airport,Xieng Khouang,Xiangkhoang,LA,3445,19.45000076,103.1579971,Asia/Vientiane
VMMC,MFM,Macau International Airport,Taipa,,MO,20,22.14959908,113.5920029,Asia/Macau
VNBG,BJH,Bajhang Airport,Bajhang,Far-Western,NP,4100,29.53899956,81.18540192,Asia/Kathmandu
VNBJ,BHP,Bhojpur Airport,Bhojpur,Eastern-Region,NP,4000,27.1473999,87.05079651,Asia/Kathmandu
VNBL,BGL,Baglung Airport,Baglung,Western-Region,NP,3320,28.21279907,83.66629791,Asia/Kathmandu
VNBP,BHR,Bharatpur Airport,Bharatpur,Central-Region,NP,600,27.67810059,84.42939758,Asia/Kathmandu
VNBR,BJU,Bajura Airport,Bajura,Far-Western,NP,4300,29.50200081,81.66899872,Asia/Kathmandu
VNBT,BIT,Baitadi Airport,Baitadi,Far-Western,NP,4200,29.46529961,80.54920197,Asia/Kathmandu
VNBW,BWA,Bhairahawa Airport,Bhairawa,Western-Region,NP,358,27.50569916,83.41629791,Asia/Kathmandu
VNCG,BDP,Bhadrapur Airport,Bhadrapur,Eastern-Region,NP,300,26.57080078,88.07959747,Asia/Kathmandu
VNDG,DNP,Tulsipur Airport,Dang,Mid-Western,NP,2100,28.11109924,82.29419708,Asia/Kathmandu
VNDH,DHI,Dhangarhi Airport,Dhangarhi,Far-Western,NP,690,28.75329971,80.58190155,Asia/Kathmandu
VNDL,DAP,Darchula Airport,Darchula,Far-Western,NP,2132,29.6692009,80.54840088,Asia/Kathmandu
VNDP,DOP,Dolpa Airport,Dolpa,Mid-Western,NP,8200,28.98570061,82.81909943,Asia/Kathmandu
VNDT,SIH,Silgadi Doti Airport,Silgadi Doti,Far-Western,NP,2100,29.26309967,80.93599701,Asia/Kathmandu
VNGK,GKH,Gorkha Airport,Gorkha,Western-Region,NP,1500,28.04999924,84.48300171,Asia/Kathmandu
VNJI,JIR,Jiri Airport,Jiri,,NP,6000,27.61700058,86.21700287,Asia/Kathmandu
VNJL,JUM,Jumla Airport,Jumla,Mid-Western,NP,7700,29.27420044,82.19329834,Asia/Kathmandu
VNJP,JKR,Janakpur Airport,Janakpur,Central-Region,NP,256,26.70879936,85.92240143,Asia/Kathmandu
VNJS,JMO,Jomsom Airport,Jomsom,Western-Region,NP,9000,28.780426,83.723,Asia/Kathmandu
VNKT,KTM,Tribhuvan International Airport,Kathmandu,Central-Region,NP,4390,27.69659996,85.35910034,Asia/Kathmandu
VNLD,LDN,Lamidanda Airport,Lamidanda,Eastern-Region,NP,4100,27.25309944,86.66999817,Asia/Kathmandu
VNLK,LUA,Lukla Airport,Lukla,Eastern-Region,NP,9380,27.68689919,86.72969818,Asia/Kathmandu
VNLT,LTG,Langtang Airport,Langtang,Central-Region,NP,12000,28.20000076,85.58300018,Asia/Kathmandu
VNMA,NGX,Manang Airport,Ngawal,Western-Region,NP,11001,28.64139938,84.08920288,Asia/Kathmandu
VNMG,MEY,Meghauli Airport,Meghauli,Central-Region,NP,600,27.5774,84.22875,Asia/Kathmandu
VNMN,XMG,Mahendranagar Airport,Mahendranagar,Far-Western,NP,650,28.96319962,80.14790344,Asia/Kathmandu
VNNG,KEP,Nepalgunj Airport,Nepalgunj,Mid-Western,NP,540,28.10359955,81.66699982,Asia/Kathmandu
VNPK,PKR,Pokhara Airport,Pokhara,Western-Region,NP,2712,28.20089912,83.98210144,Asia/Kathmandu
VNPL,PPL,Phaplu Airport,Phaplu,Eastern-Region,NP,7918,27.51778688,86.58445358,Asia/Kathmandu
VNRB,RJB,Rajbiraj Airport,Rajbiraj,Eastern-Region,NP,250,26.5170002,86.75,Asia/Kathmandu
VNRC,RHP,Ramechhap Airport,Ramechhap,Central-Region,NP,1555,27.3939991,86.06140137,Asia/Kathmandu
VNRK,RUK,Rukumkot Airport,Rukumkot,Mid-Western,NP,2500,28.62700081,82.19499969,Asia/Kathmandu
VNRP,RPA,Rolpa Airport,Rolpa,Mid-Western,NP,4100,28.2670002,82.76699829,Asia/Kathmandu
VNRT,RUM,Rumjatar Airport,Rumjatar,Eastern-Region,NP,4500,27.30349922,86.55039978,Asia/Kathmandu
VNSI,SIF,Simara Airport,Simara,Central-Region,NP,450,27.15950012,84.98010254,Asia/Kathmandu
VNSK,SKH,Surkhet Airport,Surkhet,Mid-Western,NP,2400,28.58600044,81.63600159,Asia/Kathmandu
VNSR,FEB,Sanfebagar Airport,Sanfebagar,Far-Western,NP,2280,29.2329998,81.21700287,Asia/Kathmandu
VNST,IMK,Simikot Airport,Simikot,Mid-Western,NP,9246,29.97109985,81.81890106,Asia/Kathmandu
