aircraft_id,aircraft_manufacturer,model,msn,delivery_date,first_flight_date,build_year,current_status
23765,Bombardier,DHC 6,394,01-17-74,,1973,Written Off
33749,Bombardier,DHC 6,395,04-16-74,,1974,Written Off
10626,Bombardier,DHC 6,396,06-05-74,,1974,Written Off
33205,Bombardier,DHC 6,397,06-07-74,,1974,Active
33206,Bombardier,DHC 6,398,06-07-74,,1974,Active
25661,Bombardier,DHC 6,399,06-14-74,,1974,Active
32138,Bombardier,DHC 6,4,07-18-67,,1966,Active
24321,Bombardier,DHC 6,40,07-13-67,,1967,Stored
9323,Bombardier,DHC 6,400,12-18-73,,1973,Written Off
33203,Bombardier,DHC 6,401,03-27-74,,1973,Stored
25662,Bombardier,DHC 6,402,03-27-74,,1974,Active
8613,Bombardier,DHC 6,403,02-04-74,,1974,Written Off
4774,Bombardier,DHC 6,404,06-21-74,,1974,Written Off
27879,Bombardier,DHC 6,405,06-14-74,,1974,Active
22262,Bombardier,DHC 6,406,04-04-74,,1974,Active
22425,Bombardier,DHC 6,407,03-25-74,,1974,Stored
17621,Bombardier,DHC 6,408,03-25-74,,1974,Written Off
27880,Bombardier,DHC 6,409,04-04-74,,1974,Active
25855,Bombardier,DHC 6,41,04-14-67,,1967,Written Off
5923,Bombardier,DHC 6,410,03-25-74,,1974,Active
13663,Bombardier,DHC 6,411,07-12-74,,1974,Active
31870,Bombardier,DHC 6,412,03-22-74,,1974,Active
33693,Bombardier,DHC 6,413,06-10-74,,1974,Active
31833,Bombardier,DHC 6,414,04-16-74,,1974,Active
33202,Bombardier,DHC 6,415,06-20-74,,1974,Written Off
26414,Bombardier,DHC 6,416,07-17-74,,1974,Written Off
4645,Bombardier,DHC 6,417,05-11-74,,1974,Written Off
706,Bombardier,DHC 6,418,07-22-74,,1974,Written Off
15226,Bombardier,DHC 6,419,06-18-74,,1974,Written Off
16968,Bombardier,DHC 6,42,06-19-67,,1967,Stored
22424,Bombardier,DHC 6,420,07-18-74,,1974,Active
33194,Bombardier,DHC 6,421,07-19-74,,1974,Active
14064,Bombardier,DHC 6,422,06-28-74,,1974,Active
33455,Bombardier,DHC 6,423,06-04-74,,1974,Active
33208,Bombardier,DHC 6,424,05-31-74,,1974,Active
25663,Bombardier,DHC 6,425,08-29-74,,1974,Stored
24320,Bombardier,DHC 6,426,09-27-74,,1974,Active
2743,Bombardier,DHC 6,427,08-23-74,,1974,Written Off
3971,Bombardier,DHC 6,428,,,1974,Written Off
9131,Bombardier,DHC 6,429,09-26-74,,1974,Active
4863,Bombardier,DHC 6,43,04-27-67,,1967,Active
16940,Bombardier,DHC 6,430,10-11-74,,1974,Active
20085,Bombardier,DHC 6,431,10-18-74,,1974,Written Off
18678,Bombardier,DHC 6,432,12-05-74,,1974,Active
13933,Bombardier,DHC 6,433,12-17-74,,1974,Active
41362,Bombardier,DHC 6,434,12-22-04,,2004,
4856,Bombardier,DHC 6,435,02-13-75,,1975,Written Off
32212,Bombardier,DHC 6,436,12-13-74,,1974,Written Off
1868,Bombardier,DHC 6,437,12-17-74,,1974,Active
27882,Bombardier,DHC 6,438,11-29-74,,1974,Active
26456,Bombardier,DHC 6,439,12-17-74,,1974,Written Off
16967,Bombardier,DHC 6,44,07-09-67,,1967,Active
9137,Bombardier,DHC 6,440,12-19-74,,1974,Active
35332,Bombardier,DHC 6,441,12-19-74,,1974,Written Off
33210,Bombardier,DHC 6,442,01-21-75,,1975,Stored
32317,Bombardier,DHC 6,443,01-29-75,,1975,Stored
33694,Bombardier,DHC 6,444,04-15-75,,1975,Written Off
33696,Bombardier,DHC 6,445,03-14-75,,1975,Written Off
33452,Bombardier,DHC 6,446,04-25-75,,1975,Written Off
14061,Bombardier,DHC 6,447,01-23-75,,1975,Stored
355,Bombardier,DHC 6,448,02-14-75,,1975,Active
2493,Bombardier,DHC 6,449,08-22-75,,1975,Active
25791,Bombardier,DHC 6,45,05-17-67,,1967,Stored
33224,Bombardier,DHC 6,450,03-25-75,,1975,Stored
9130,Bombardier,DHC 6,451,05-29-75,,1975,Active
3079,Bombardier,DHC 6,452,05-29-75,,1975,Written Off
1570,Bombardier,DHC 6,453,04-24-75,,1975,Written Off
24318,Bombardier,DHC 6,454,04-15-75,,1975,Active
2495,Bombardier,DHC 6,455,06-27-75,,1975,Active
4903,Bombardier,DHC 6,456,04-25-75,,1975,Active
33366,Bombardier,DHC 6,457,04-24-75,,1975,Written Off
33222,Bombardier,DHC 6,458,04-25-75,,1975,Written Off
711,Bombardier,DHC 6,459,05-23-75,,1975,Written Off
36148,Bombardier,DHC 6,46,05-17-67,,1967,Active
2494,Bombardier,DHC 6,460,06-16-75,,1975,Stored
33216,Bombardier,DHC 6,461,05-26-75,,1975,Written Off
33847,Bombardier,DHC 6,462,09-17-75,,1975,Active
26463,Bombardier,DHC 6,463,11-28-75,,1975,Written Off
24323,Bombardier,DHC 6,464,07-11-75,,1975,Active
27383,Bombardier,DHC 6,465,10-08-75,,1975,Written Off
9696,Bombardier,DHC 6,466,05-18-76,,1976,Active
9695,Bombardier,DHC 6,467,01-30-76,,1976,Active
39665,Bombardier,DHC 6,468,11-05-75,,1975,Stored
3970,Bombardier,DHC 6,469,07-17-75,,1975,Written Off
37549,Bombardier,DHC 6,47,06-01-67,,1967,Written Off
2496,Bombardier,DHC 6,470,12-16-75,,1975,Stored
4973,Bombardier,DHC 6,471,03-25-76,,1976,Active
29017,Bombardier,DHC 6,472,08-28-75,,1975,Stored
33223,Bombardier,DHC 6,473,10-03-75,,1975,Written Off
32211,Bombardier,DHC 6,474,07-15-75,,1975,Written Off
33221,Bombardier,DHC 6,475,02-27-76,,1976,Active
33217,Bombardier,DHC 6,476,12-23-75,,1975,Active
5192,Bombardier,DHC 6,477,04-29-76,,1976,Active
22194,Bombardier,DHC 6,478,09-18-75,,1975,Written Off
13932,Bombardier,DHC 6,479,03-24-76,,1976,Active
37528,Bombardier,DHC 6,48,07-28-67,,1967,Active
8308,Bombardier,DHC 6,480,05-19-76,,1976,Active
22432,Bombardier,DHC 6,481,11-05-75,,1975,Stored
14058,Bombardier,DHC 6,482,05-28-76,,1975,Stored
4854,Bombardier,DHC 6,483,05-21-76,,1976,Written Off
25636,Bombardier,DHC 6,484,02-10-76,,1976,Stored
33225,Bombardier,DHC 6,485,04-13-76,,1976,Active
37547,Bombardier,DHC 6,486,02-27-76,,1976,Written Off
4972,Bombardier,DHC 6,487,03-22-76,,1976,Stored
31872,Bombardier,DHC 6,488,03-31-76,,1976,Written Off
33226,Bombardier,DHC 6,489,04-30-76,,1976,Active
36143,Bombardier,DHC 6,49,07-11-67,,1967,Written Off
37529,Bombardier,DHC 6,490,05-28-76,,1976,Stored
32196,Bombardier,DHC 6,491,05-13-76,,1976,Active
708,Bombardier,DHC 6,492,05-28-76,,1976,Active
1871,Bombardier,DHC 6,493,06-14-76,,1976,Active
343,Bombardier,DHC 6,494,02-18-77,,1977,Active
37571,Bombardier,DHC 6,495,10-22-76,,1976,Active
37541,Bombardier,DHC 6,496,01-04-77,,1976,Active
37567,Bombardier,DHC 6,497,09-23-76,,1976,Written Off
499,Bombardier,DHC 6,498,07-15-76,,1976,Written Off
9189,Bombardier,DHC 6,499,09-03-76,,1976,Active
8580,Bombardier,DHC 6,5,04-16-68,,1966,Written Off
6042,Bombardier,DHC 6,50,06-09-67,,1967,Stored
31836,Bombardier,DHC 6,500,07-14-76,,1976,Stored
27318,Bombardier,DHC 6,501,09-15-76,,1976,Written Off
30990,Bombardier,DHC 6,502,09-25-76,,1976,Active
14542,Bombardier,DHC 6,503,09-15-76,,1976,Active
8310,Bombardier,DHC 6,504,10-26-76,,1976,Active
33220,Bombardier,DHC 6,505,10-06-76,,1976,Active
24324,Bombardier,DHC 6,506,11-04-76,,1976,Active
18839,Bombardier,DHC 6,507,10-06-76,,1976,Active
8311,Bombardier,DHC 6,508,11-08-76,,1976,Active
40483,Bombardier,DHC 6,509,11-15-76,,1976,Active
18662,Bombardier,DHC 6,51,07-26-67,,1967,Stored
33848,Bombardier,DHC 6,510,11-26-76,,1976,Stored
16965,Bombardier,DHC 6,511,12-21-76,,1976,Active
13246,Bombardier,DHC 6,512,12-21-76,,1976,Written Off
29052,Bombardier,DHC 6,513,05-09-77,,1977,Active
24484,Bombardier,DHC 6,514,11-01-76,,1976,Active
13666,Bombardier,DHC 6,515,04-19-77,,1976,Active
22437,Bombardier,DHC 6,516,12-19-76,,1976,Active
16963,Bombardier,DHC 6,517,11-19-76,,1976,Active
37545,Bombardier,DHC 6,518,12-07-76,,1976,Stored
37540,Bombardier,DHC 6,519,12-20-76,,1976,Stored
31789,Bombardier,DHC 6,52,07-26-67,,1967,Active
17627,Bombardier,DHC 6,520,04-19-77,,1977,Active
4942,Bombardier,DHC 6,521,04-19-77,,1977,Active
11118,Bombardier,DHC 6,522,04-20-77,,1977,Active
17629,Bombardier,DHC 6,523,01-25-77,,1977,Active
37569,Bombardier,DHC 6,524,04-19-77,,1977,Active
13686,Bombardier,DHC 6,525,02-28-77,,1977,Active
26044,Bombardier,DHC 6,526,04-19-77,,1977,Written Off
24322,Bombardier,DHC 6,527,05-08-79,,1977,Active
33236,Bombardier,DHC 6,528,04-19-77,,1977,Written Off
7036,Bombardier,DHC 6,529,03-17-77,,1977,Active
4971,Bombardier,DHC 6,53,06-20-67,,1967,Written Off
2092,Bombardier,DHC 6,530,03-17-77,,1977,Written Off
33243,Bombardier,DHC 6,531,05-16-77,,1977,Written Off
4940,Bombardier,DHC 6,532,04-01-77,,1977,Active
13667,Bombardier,DHC 6,533,05-26-77,,1977,Active
14060,Bombardier,DHC 6,534,03-31-77,,1977,Active
24739,Bombardier,DHC 6,535,05-17-77,,1977,Written Off
4866,Bombardier,DHC 6,536,03-31-77,,1977,Written Off
33242,Bombardier,DHC 6,537,05-02-77,,1977,Active
11329,Bombardier,DHC 6,538,05-12-77,,1977,Written Off
37544,Bombardier,DHC 6,539,05-19-77,,1977,Stored
37564,Bombardier,DHC 6,54,09-12-67,,1967,Active
8462,Bombardier,DHC 6,540,05-24-77,,1977,Written Off
31858,Bombardier,DHC 6,541,05-27-77,,1977,Written Off
33237,Bombardier,DHC 6,542,07-13-77,,1977,Active
4113,Bombardier,DHC 6,543,07-13-77,,1977,Stored
14063,Bombardier,DHC 6,544,07-13-77,,1977,Stored
10627,Bombardier,DHC 6,545,06-14-77,,1977,Written Off
345,Bombardier,DHC 6,546,07-11-77,,1977,Written Off
15030,Bombardier,DHC 6,547,01-13-78,,1977,Written Off
32234,Bombardier,DHC 6,548,07-14-77,,1977,Active
709,Bombardier,DHC 6,549,06-21-77,,1977,Stored
7452,Bombardier,DHC 6,55,07-26-67,,1967,Written Off
17630,Bombardier,DHC 6,550,08-30-77,,1977,Written Off
32235,Bombardier,DHC 6,551,07-14-77,,1977,Stored
33241,Bombardier,DHC 6,552,09-23-77,,1977,Active
33889,Bombardier,DHC 6,553,02-08-78,,1978,Active
3015,Bombardier,DHC 6,554,09-06-77,,1977,Active
35738,Bombardier,DHC 6,555,09-06-77,,1977,Active
4142,Bombardier,DHC 6,556,09-20-77,,1977,Stored
31868,Bombardier,DHC 6,557,08-02-78,,1978,Stored
33247,Bombardier,DHC 6,558,03-24-78,,1978,Active
33277,Bombardier,DHC 6,559,11-21-77,,1977,Active
33263,Bombardier,DHC 6,56,07-18-67,,1967,Written Off
707,Bombardier,DHC 6,560,11-22-77,,1977,Active
14066,Bombardier,DHC 6,561,01-16-78,,1977,Active
37546,Bombardier,DHC 6,562,11-17-77,,1977,Active
37570,Bombardier,DHC 6,563,04-18-78,,1978,Active
37383,Bombardier,DHC 6,564,06-04-79,,1979,Active
33691,Bombardier,DHC 6,565,04-18-78,,1978,Active
31066,Bombardier,DHC 6,566,05-03-78,,1978,Written Off
344,Bombardier,DHC 6,567,01-19-78,,1977,Active
33260,Bombardier,DHC 6,568,01-11-78,,1977,Written Off
33253,Bombardier,DHC 6,569,01-19-78,,1977,Active
33261,Bombardier,DHC 6,57,07-20-67,,1967,Written Off
25446,Bombardier,DHC 6,570,01-19-78,,1977,Written Off
17676,Bombardier,DHC 6,571,02-21-78,,1978,Active
33676,Bombardier,DHC 6,572,12-27-77,,1977,Active
4178,Bombardier,DHC 6,573,07-22-78,,1978,Stored
9698,Bombardier,DHC 6,574,03-28-78,,1978,Active
32373,Bombardier,DHC 6,575,03-31-78,,1978,Active
33267,Bombardier,DHC 6,576,06-30-78,,1978,Active
715,Bombardier,DHC 6,577,04-05-78,,1978,Active
19795,Bombardier,DHC 6,578,03-13-78,,1978,Active
13247,Bombardier,DHC 6,579,05-16-78,,1978,Active
21355,Bombardier,DHC 6,58,12-31-68,,1967,Written Off
22434,Bombardier,DHC 6,580,05-16-78,,1978,Active
17631,Bombardier,DHC 6,581,05-16-78,,1978,Written Off
33272,Bombardier,DHC 6,582,05-16-78,,1978,Active
33262,Bombardier,DHC 6,583,05-02-78,,1978,Active
33274,Bombardier,DHC 6,584,05-09-78,,1978,Active
8329,Bombardier,DHC 6,585,05-10-78,,1978,Active
33246,Bombardier,DHC 6,586,05-31-78,,1978,Active
8330,Bombardier,DHC 6,587,04-26-78,,1978,Active
33868,Bombardier,DHC 6,588,12-06-78,,1978,Active
33285,Bombardier,DHC 6,589,05-31-78,,1978,Active
33296,Bombardier,DHC 6,59,12-15-67,,1967,Active
22438,Bombardier,DHC 6,590,05-31-78,,1978,Active
33294,Bombardier,DHC 6,591,05-31-78,,1978,Written Off
24317,Bombardier,DHC 6,592,05-25-78,,1978,Active
33268,Bombardier,DHC 6,593,07-27-78,,1978,Stored
17677,Bombardier,DHC 6,594,09-22-78,,1978,Active
14062,Bombardier,DHC 6,595,07-19-78,,1978,Active
33286,Bombardier,DHC 6,596,06-21-78,,1978,Active
17688,Bombardier,DHC 6,597,08-02-78,,1978,Active
33289,Bombardier,DHC 6,598,06-28-78,,1978,Written Off
22435,Bombardier,DHC 6,599,03-19-79,,1979,Stored
2332,Bombardier,DHC 6,6,07-29-66,,1966,Written Off
33288,Bombardier,DHC 6,60,09-28-67,,1967,Active
33264,Bombardier,DHC 6,600,07-21-78,,1978,Active
8340,Bombardier,DHC 6,601,09-28-78,,1978,Active
37574,Bombardier,DHC 6,602,04-09-79,,1979,Active
33291,Bombardier,DHC 6,603,11-01-78,,1978,Active
5191,Bombardier,DHC 6,604,09-20-78,,1978,Active
26466,Bombardier,DHC 6,605,04-23-79,,1978,Written Off
27189,Bombardier,DHC 6,606,01-19-79,,1979,Written Off
19811,Bombardier,DHC 6,607,02-08-79,,1979,Written Off
37542,Bombardier,DHC 6,608,02-09-79,,1979,Written Off
31905,Bombardier,DHC 6,609,02-28-79,,1979,Written Off
33822,Bombardier,DHC 6,61,10-06-67,,1967,Active
14065,Bombardier,DHC 6,610,03-02-79,,1979,Stored
17689,Bombardier,DHC 6,611,03-08-79,,1979,Active
40484,Bombardier,DHC 6,612,03-16-79,,1979,Written Off
32232,Bombardier,DHC 6,613,03-26-79,,1979,Active
4239,Bombardier,DHC 6,614,03-28-79,,1979,Active
17687,Bombardier,DHC 6,615,04-24-79,,1979,Active
7251,Bombardier,DHC 6,616,04-17-79,,1979,Active
37576,Bombardier,DHC 6,617,04-20-79,,1979,Active
346,Bombardier,DHC 6,618,09-30-79,,1979,Stored
24315,Bombardier,DHC 6,619,05-04-79,,1979,Active
7241,Bombardier,DHC 6,62,09-12-67,,1967,Stored
24314,Bombardier,DHC 6,620,05-17-79,,1979,Active
26470,Bombardier,DHC 6,621,09-30-79,,1979,Written Off
10188,Bombardier,DHC 6,622,05-31-79,,1979,Written Off
39678,Bombardier,DHC 6,623,05-31-79,,1979,Stored
17690,Bombardier,DHC 6,624,06-01-79,,1979,Written Off
8341,Bombardier,DHC 6,625,06-26-80,,1979,Active
17718,Bombardier,DHC 6,626,06-21-79,,1979,Written Off
31835,Bombardier,DHC 6,627,10-09-79,,1979,Stored
35463,Bombardier,DHC 6,628,06-25-79,,1979,Active
23075,Bombardier,DHC 6,629,07-13-79,,1979,Active
13688,Bombardier,DHC 6,63,09-12-67,,1967,Written Off
11130,Bombardier,DHC 6,630,06-22-79,,1979,Written Off
4097,Bombardier,DHC 6,631,08-01-79,,1979,Active
26471,Bombardier,DHC 6,632,06-29-79,,1979,Written Off
7242,Bombardier,DHC 6,633,10-05-79,,1979,Active
33894,Bombardier,DHC 6,634,10-13-79,,1979,Active
5684,Bombardier,DHC 6,635,08-23-79,,1979,Stored
19079,Bombardier,DHC 6,636,09-30-79,,1979,Active
17717,Bombardier,DHC 6,637,12-19-79,,1979,Stored
22426,Bombardier,DHC 6,638,09-07-79,,1979,Written Off
40485,Bombardier,DHC 6,639,12-19-79,,1979,Stored
912,Bombardier,DHC 6,64,10-13-67,,1967,Stored
39679,Bombardier,DHC 6,640,10-04-79,,1979,Active
717,Bombardier,DHC 6,641,12-19-79,,1979,Stored
17691,Bombardier,DHC 6,642,10-26-79,,1979,Active
7196,Bombardier,DHC 6,643,12-19-79,,1979,Active
15230,Bombardier,DHC 6,644,10-30-79,,1979,Active
7243,Bombardier,DHC 6,645,11-08-79,,1979,Stored
28401,Bombardier,DHC 6,646,11-06-79,,1979,Active
35737,Bombardier,DHC 6,647,10-23-79,,1979,Active
33482,Bombardier,DHC 6,648,11-16-79,,1979,Written Off
17770,Bombardier,DHC 6,649,12-19-79,,1979,Stored
921,Bombardier,DHC 6,65,01-11-68,,1967,Stored
37548,Bombardier,DHC 6,650,11-30-79,,1979,Written Off
27885,Bombardier,DHC 6,651,11-29-79,,1979,Written Off
5194,Bombardier,DHC 6,652,12-27-79,,1979,Active
8098,Bombardier,DHC 6,653,03-10-80,,1980,Written Off
716,Bombardier,DHC 6,654,11-30-79,,1979,Written Off
37577,Bombardier,DHC 6,655,12-12-79,,1979,Active
1028,Bombardier,DHC 6,656,12-12-79,,1979,Active
17758,Bombardier,DHC 6,657,12-19-79,,1979,Active
7244,Bombardier,DHC 6,658,03-22-80,,1980,Active
24039,Bombardier,DHC 6,659,01-03-80,,1979,Active
40491,Bombardier,DHC 6,66,09-05-67,,1967,Active
23110,Bombardier,DHC 6,660,01-11-80,,1979,Active
1894,Bombardier,DHC 6,661,02-29-80,,1980,Stored
5193,Bombardier,DHC 6,662,02-08-80,,1980,Active
3337,Bombardier,DHC 6,663,02-07-80,,1980,Active
35416,Bombardier,DHC 6,664,03-06-80,,1980,Active
14124,Bombardier,DHC 6,665,01-24-80,,1980,Active
25406,Bombardier,DHC 6,666,02-14-80,,1980,Active
10625,Bombardier,DHC 6,667,02-12-80,,1980,Active
26059,Bombardier,DHC 6,668,02-29-80,,1980,Active
913,Bombardier,DHC 6,669,03-20-80,,1980,Written Off
27886,Bombardier,DHC 6,67,11-02-67,,1967,Written Off
23076,Bombardier,DHC 6,670,02-15-80,,1980,Active
17719,Bombardier,DHC 6,671,04-23-80,,1980,Written Off
17738,Bombardier,DHC 6,672,02-22-80,,1980,Active
10968,Bombardier,DHC 6,673,03-03-80,,1980,Active
31108,Bombardier,DHC 6,674,03-18-80,,1980,Active
9191,Bombardier,DHC 6,675,03-20-80,,1980,Active
10118,Bombardier,DHC 6,676,05-28-80,,1980,Written Off
11892,Bombardier,DHC 6,677,03-26-80,,1980,Stored
31107,Bombardier,DHC 6,678,03-26-80,,1980,Written Off
33293,Bombardier,DHC 6,679,05-01-80,,1980,Active
9700,Bombardier,DHC 6,68,10-28-67,,1967,Written Off
11893,Bombardier,DHC 6,680,05-14-80,,1980,Active
9701,Bombardier,DHC 6,681,05-14-80,,1980,Active
23078,Bombardier,DHC 6,682,04-17-80,,1980,Active
34750,Bombardier,DHC 6,683,06-06-80,,1980,Active
33845,Bombardier,DHC 6,684,06-06-80,,1980,Active
11913,Bombardier,DHC 6,685,04-24-80,,1980,Stored
17771,Bombardier,DHC 6,686,05-02-80,,1980,Stored
33283,Bombardier,DHC 6,687,05-27-80,,1980,Active
33315,Bombardier,DHC 6,688,05-14-80,,1980,Active
31121,Bombardier,DHC 6,689,05-30-80,,1980,Active
1029,Bombardier,DHC 6,69,11-16-67,,1967,Stored
7245,Bombardier,DHC 6,690,05-15-80,,1980,Active
39680,Bombardier,DHC 6,691,05-28-80,,1980,Active
21415,Bombardier,DHC 6,692,05-24-80,,1980,Active
24319,Bombardier,DHC 6,693,05-28-80,,1980,Active
33322,Bombardier,DHC 6,694,07-18-80,,1980,Written Off
17731,Bombardier,DHC 6,695,05-29-80,,1980,Active
7246,Bombardier,DHC 6,696,05-29-80,,1980,Stored
36171,Bombardier,DHC 6,697,07-02-80,,1980,Active
26310,Bombardier,DHC 6,698,06-26-80,,1980,Active
31806,Bombardier,DHC 6,699,07-18-80,,1980,Written Off
10973,Bombardier,DHC 6,7,09-19-66,,1966,Written Off
6821,Bombardier,DHC 6,70,09-29-67,,1967,Written Off
18689,Bombardier,DHC 6,700,07-10-80,,1980,Active
11914,Bombardier,DHC 6,701,07-08-80,,1980,Active
32236,Bombardier,DHC 6,702,07-08-80,,1980,Active
1032,Bombardier,DHC 6,703,08-18-80,,1980,Stored
9702,Bombardier,DHC 6,704,11-17-80,,1980,Active
29281,Bombardier,DHC 6,705,09-12-80,,1980,Active
18319,Bombardier,DHC 6,706,08-22-80,,1980,Active
2957,Bombardier,DHC 6,707,08-21-80,,1980,Active
2958,Bombardier,DHC 6,708,08-29-80,,1980,Written Off
26300,Bombardier,DHC 6,709,09-20-80,,1980,Active
20018,Bombardier,DHC 6,71,10-28-67,,1967,Active
714,Bombardier,DHC 6,710,10-26-84,,1980,Written Off
4119,Bombardier,DHC 6,711,11-12-80,,1980,Active
718,Bombardier,DHC 6,712,09-24-80,,1980,Stored
20002,Bombardier,DHC 6,713,11-13-80,,1980,Written Off
11915,Bombardier,DHC 6,714,11-12-80,,1980,Written Off
30847,Bombardier,DHC 6,715,11-19-80,,1980,Active
33566,Bombardier,DHC 6,716,04-06-81,,1980,Active
11019,Bombardier,DHC 6,717,11-18-80,,1980,Active
10189,Bombardier,DHC 6,718,11-18-80,,1980,Stored
33284,Bombardier,DHC 6,719,11-17-80,,1980,Active
20004,Bombardier,DHC 6,72,12-07-67,,1967,Stored
19392,Bombardier,DHC 6,720,10-30-80,,1980,Written Off
22969,Bombardier,DHC 6,721,11-18-80,,1980,Active
14068,Bombardier,DHC 6,722,11-04-80,,1980,Active
33753,Bombardier,DHC 6,723,11-26-80,,1980,Active
32231,Bombardier,DHC 6,724,11-28-80,,1980,Written Off
4709,Bombardier,DHC 6,725,12-19-80,,1980,Active
18696,Bombardier,DHC 6,726,11-11-80,,1980,Stored
22433,Bombardier,DHC 6,727,12-05-80,,1980,Active
23625,Bombardier,DHC 6,728,01-22-81,,1981,Active
32252,Bombardier,DHC 6,729,12-02-80,,1980,Active
18661,Bombardier,DHC 6,73,12-01-67,,1967,Active
1895,Bombardier,DHC 6,730,12-20-80,,1980,Active
32254,Bombardier,DHC 6,731,12-04-80,,1980,Active
17769,Bombardier,DHC 6,732,12-11-80,,1980,Active
12210,Bombardier,DHC 6,733,01-28-81,,1981,Active
1881,Bombardier,DHC 6,734,12-17-80,,1980,Written Off
18320,Bombardier,DHC 6,735,12-22-80,,1980,Written Off
33316,Bombardier,DHC 6,736,02-16-81,,1981,Stored
31867,Bombardier,DHC 6,737,10-14-81,,1981,Written Off
21416,Bombardier,DHC 6,738,01-20-81,,1981,Active
11128,Bombardier,DHC 6,739,02-18-81,,1981,Active
17737,Bombardier,DHC 6,74,11-08-67,,1967,Written Off
12206,Bombardier,DHC 6,740,03-19-81,,1981,Active
8614,Bombardier,DHC 6,741,03-12-81,,1981,Written Off
14211,Bombardier,DHC 6,742,02-27-81,,1981,Written Off
11916,Bombardier,DHC 6,743,04-01-81,,1981,Active
31644,Bombardier,DHC 6,744,09-29-81,,1981,Stored
21424,Bombardier,DHC 6,745,04-01-81,,1981,Active
26468,Bombardier,DHC 6,746,05-26-81,,1981,Written Off
7988,Bombardier,DHC 6,747,09-29-81,,1981,Stored
17735,Bombardier,DHC 6,748,05-29-81,,1981,Active
20048,Bombardier,DHC 6,749,05-28-81,,1981,Stored
10039,Bombardier,DHC 6,75,11-03-67,,1967,Active
14204,Bombardier,DHC 6,750,03-26-81,,1981,Active
20036,Bombardier,DHC 6,751,05-28-81,,1981,Active
6318,Bombardier,DHC 6,752,05-19-81,,1981,Written Off
26398,Bombardier,DHC 6,753,05-29-81,,1981,Active
5204,Bombardier,DHC 6,754,03-12-82,,1982,Active
26419,Bombardier,DHC 6,755,04-23-81,,1981,Active
16684,Bombardier,DHC 6,756,04-21-81,,1981,Written Off
5197,Bombardier,DHC 6,757,09-29-81,,1981,Stored
31832,Bombardier,DHC 6,758,05-29-81,,1981,Stored
26417,Bombardier,DHC 6,759,05-29-81,,1981,Stored
35258,Bombardier,DHC 6,76,01-19-68,,1967,Written Off
34745,Bombardier,DHC 6,760,05-28-81,,1981,Stored
456,Bombardier,DHC 6,761,05-12-81,,1981,Active
33869,Bombardier,DHC 6,762,05-19-81,,1981,Written Off
31906,Bombardier,DHC 6,763,05-29-81,,1981,Active
3340,Bombardier,DHC 6,764,05-28-81,,1981,Active
22809,Bombardier,DHC 6,765,08-13-81,,1981,Active
34748,Bombardier,DHC 6,766,05-29-81,,1981,Active
20843,Bombardier,DHC 6,767,09-29-81,,1981,Active
8342,Bombardier,DHC 6,768,05-29-81,,1981,Active
36493,Bombardier,DHC 6,769,09-29-81,,1981,Stored
17732,Bombardier,DHC 6,77,12-15-67,,1967,Active
9709,Bombardier,DHC 6,770,12-08-81,,1981,Written Off
11917,Bombardier,DHC 6,771,09-15-81,,1981,Written Off
31560,Bombardier,DHC 6,772,08-10-81,,1981,Stored
14067,Bombardier,DHC 6,773,08-10-81,,1981,Active
39681,Bombardier,DHC 6,774,06-24-87,,1981,Active
720,Bombardier,DHC 6,775,11-23-81,,1981,Written Off
31136,Bombardier,DHC 6,776,11-23-81,,1981,Stored
31869,Bombardier,DHC 6,777,01-15-82,,1981,Written Off
719,Bombardier,DHC 6,778,11-20-81,,1981,Active
21800,Bombardier,DHC 6,779,11-23-81,,1981,Active
25790,Bombardier,DHC 6,78,11-02-67,,1967,Active
8006,Bombardier,DHC 6,780,05-28-82,,1981,Written Off
26461,Bombardier,DHC 6,781,04-18-83,,1983,Active
37572,Bombardier,DHC 6,782,10-21-83,,1982,Active
4985,Bombardier,DHC 6,783,03-19-82,,1982,Active
3342,Bombardier,DHC 6,784,11-25-81,,1981,Active
20393,Bombardier,DHC 6,785,05-07-82,,1982,Written Off
33560,Bombardier,DHC 6,786,07-16-82,,1982,Written Off
37573,Bombardier,DHC 6,787,03-19-82,,1982,Active
31831,Bombardier,DHC 6,788,09-28-82,,1982,Active
8009,Bombardier,DHC 6,789,05-29-82,,1982,Written Off
26435,Bombardier,DHC 6,79,12-13-67,,1967,Active
5711,Bombardier,DHC 6,790,07-16-82,,1982,Stored
26460,Bombardier,DHC 6,791,02-24-82,,1982,Stored
8012,Bombardier,DHC 6,792,03-18-82,,1982,Active
22436,Bombardier,DHC 6,793,10-22-82,,1982,Active
22450,Bombardier,DHC 6,794,05-29-82,,1982,Active
14936,Bombardier,DHC 6,795,05-29-82,,1982,Written Off
14546,Bombardier,DHC 6,796,07-15-82,,1982,Written Off
928,Bombardier,DHC 6,797,07-12-82,,1982,Active
31139,Bombardier,DHC 6,798,05-20-82,,1982,Active
31138,Bombardier,DHC 6,799,05-05-83,,1982,Active
17757,Bombardier,DHC 6,8,09-08-66,,1966,Written Off
721,Bombardier,DHC 6,80,12-22-67,,1967,Stored
14545,Bombardier,DHC 6,800,03-11-83,,1983,Active
5198,Bombardier,DHC 6,801,03-11-83,,1983,Active
33872,Bombardier,DHC 6,802,07-05-83,,1983,Active
